id,replyCount,likeCount,publishedAt,authorName,text,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName
Ugw_0B9Ne_Kw6vneT2t4AaABAg,3,3,"2025-11-11 09:56:13",@moversti92,"More of this. Less of the slop.",UCh0U5-T-akNG6ZHej58Sqgg,http://www.youtube.com/@moversti92,0,,
Ugw_0B9Ne_Kw6vneT2t4AaABAg.APNs7foQlXeAQSv-295w-P,,0,"2025-12-08 05:28:51",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,Ugw_0B9Ne_Kw6vneT2t4AaABAg,@moversti92
Ugw_0B9Ne_Kw6vneT2t4AaABAg.APNs7foQlXeAQUoFUlZdFv,,0,"2025-12-08 23:08:24",@ThisIsNotSGHNTZ,"This is still AI slop unfortunately",UCcI-NZyUjwTG0cL-ZboPqFg,http://www.youtube.com/@ThisIsNotSGHNTZ,1,Ugw_0B9Ne_Kw6vneT2t4AaABAg,@moversti92
Ugw_0B9Ne_Kw6vneT2t4AaABAg.APNs7foQlXeAQVl8EuEgrU,,0,"2025-12-09 08:00:26",@moversti92,"Oh shit, really? Fml",UCh0U5-T-akNG6ZHej58Sqgg,http://www.youtube.com/@moversti92,1,Ugw_0B9Ne_Kw6vneT2t4AaABAg,@moversti92
Ugzk-vu8u6qF7Ss2eyh4AaABAg,2,2,"2025-11-11 04:13:57",@CarlosRamirezOvalle,"I didnt like this commercial, i liked last year better 🙄",UCuxlrs8Kpynsj1EJ3w_bixg,http://www.youtube.com/@CarlosRamirezOvalle,0,,
Ugzk-vu8u6qF7Ss2eyh4AaABAg.APNFxtAzqGzAPbJ8VA8TPA,,0,"2025-11-17 00:30:22",@EvilNeuro_IITPP,"This none AI ad on airs on telemundo and univision, they use AI for the major English networks. Pepsi has it better",UC1mRIRfIEpd7d4gMK0IVCXA,http://www.youtube.com/@EvilNeuro_IITPP,1,Ugzk-vu8u6qF7Ss2eyh4AaABAg,@CarlosRamirezOvalle
Ugzk-vu8u6qF7Ss2eyh4AaABAg.APNFxtAzqGzAQ1kTG31srL,,0,"2025-11-27 16:17:21",@TonightIsTheNight-s4q,"All of what’s in this commercial was created by real humans not such a soulless AI",UCxvxUqmu0QmlEbDW7931wkA,http://www.youtube.com/@TonightIsTheNight-s4q,1,Ugzk-vu8u6qF7Ss2eyh4AaABAg,@CarlosRamirezOvalle
Ugw8GRBVfzj5hpOd0DR4AaABAg,0,0,"2025-11-10 20:29:50",@golden_manzen,"so much better",UCsjUpYVp_Ef90_ui_jvMw6Q,http://www.youtube.com/@golden_manzen,0,,
Ugyt--HMz61A0ioL0-R4AaABAg,1,2,"2025-11-10 19:39:36",@YosoyelRedbird35-tw,"This is better than AI garbage",UCVYTKCa6SCLFcdt0-n3N46Q,http://www.youtube.com/@YosoyelRedbird35-tw,0,,
Ugyt--HMz61A0ioL0-R4AaABAg.APML5cc_KukAQSv0j6MkRy,,0,"2025-12-08 05:29:04",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,Ugyt--HMz61A0ioL0-R4AaABAg,@YosoyelRedbird35-tw
Ugw9h0Upe_zrS48GwsJ4AaABAg,1,1,"2025-11-10 02:51:19",@Squidward93,"Everybody says this one is better but it got 16K views while the AI version got 400K. Remember any publicity is good publicity which is why the AI slop is actually better publicity than this!",UCOX9wcDEBZF_M0EOgci6gkQ,http://www.youtube.com/@Squidward93,0,,
Ugw9h0Upe_zrS48GwsJ4AaABAg.APKXhlGBwjUAPP5INIHjih,,1,"2025-11-11 21:19:15",@ThisIsNotSGHNTZ,"Ofc the AI 1 is more popular, you don't have to overthink the reason.",UCcI-NZyUjwTG0cL-ZboPqFg,http://www.youtube.com/@ThisIsNotSGHNTZ,1,Ugw9h0Upe_zrS48GwsJ4AaABAg,@Squidward93
UgxEwYiyJMD7YoRiRDd4AaABAg,0,1,"2025-11-10 00:30:07",@justin_hyde,"At least it's not AI 🤷",UCROj3e2jtj5pzmITXngBZsg,http://www.youtube.com/@justin_hyde,0,,
Ugx0M1SRb3CoibByhVB4AaABAg,0,0,"2025-11-09 19:21:28",@WeebTogepi,"The canon ad",UCMj6tb5HxR5I7NZySFQsVhw,http://www.youtube.com/@WeebTogepi,0,,
UgwzftCnLcUFJcNtrd14AaABAg,0,3,"2025-11-09 13:20:52",@Imwi,"Este si esta bueno, gracias por recapacitar Coca-Cola.",UCbmEHppKP-uvIFqdhMKHSSw,http://www.youtube.com/@Imwi,0,,
Ugyl6UAFJOTa2xC7B-h4AaABAg,0,0,"2025-11-09 03:57:44",@ayr-372,"there is AI in this",UCnCPSOFf1n5QxDINQV6W-gg,http://www.youtube.com/@ayr-372,0,,
UgyeD9sIHmc1lesu6fN4AaABAg,2,44,"2025-11-09 03:09:48",@thetattooedredhead1206,"I’m glad they are using actual humans/animals and no AI here. But unfortunately they’re still using it in other commercials.",UCx36_tESzCPYWUJWt-lctEw,http://www.youtube.com/@thetattooedredhead1206,0,,
UgyeD9sIHmc1lesu6fN4AaABAg.API-1HhDtotAQSv2mINDPp,,1,"2025-12-08 05:29:21",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,UgyeD9sIHmc1lesu6fN4AaABAg,@thetattooedredhead1206
UgyeD9sIHmc1lesu6fN4AaABAg.API-1HhDtotAQW2V4gFkw1,,2,"2025-12-09 10:40:51",@Ambar42,"​@ZelXanPretty sure the ball thing was AI.",UClwpSdUwdHHtsJ7fBs0NE-Q,http://www.youtube.com/@Ambar42,1,UgyeD9sIHmc1lesu6fN4AaABAg,@thetattooedredhead1206
UgwgK2UB51OlA59NiP94AaABAg,1,3,"2025-11-08 18:31:22",@jesusaxelvaldezbarrera1925,"Que buen homenaje a José Feliciano por parte de coca cola al usar la canción de feliz navidad",UCBBMMHDvt5nTbSjb8EwVbTg,http://www.youtube.com/@jesusaxelvaldezbarrera1925,0,,
UgwgK2UB51OlA59NiP94AaABAg.APH3hDW5WXvAQaeC6ddbVa,,0,"2025-12-11 14:55:15",@jazzroman3712,"Siiii, tienes razón, es la canción de José Feliciano. 🧑🏽‍🎄🎄",UCWyaU5u5Sp1d-L0AcDroHKw,http://www.youtube.com/@jazzroman3712,1,UgwgK2UB51OlA59NiP94AaABAg,@jesusaxelvaldezbarrera1925
Ugw6OnGdAnsTnepKlst4AaABAg,0,2,"2025-11-08 14:04:28",@karolcpm-,"I just watched the AI video ad from a CNET article (Holidays Are Coming) and my reaction thought it alright. I check out this video and it was truly heart warming, I just had to rewatch again. Feliz Navidad! :D P.S. I rarely experience TV advertisements though I was curious to check out both on YouTube.",UCue7ZlgwuTa-7Dy_nxZaejg,http://www.youtube.com/@karolcpm-,0,,
Ugw5G3GDIn6ISIBdlLt4AaABAg,0,2,"2025-11-07 16:26:58",@WeebTogepi,"I like this",UCMj6tb5HxR5I7NZySFQsVhw,http://www.youtube.com/@WeebTogepi,0,,
Ugxaok92o3NhyqrWm0J4AaABAg,0,2,"2025-11-07 01:39:27",@adaml.5355,"Sugar water destroys your health",UC0AooyxQBZ2i14zHZSJI6uA,http://www.youtube.com/@adaml.5355,0,,
UgyAmOyh8lEP-KV7hOF4AaABAg,1,2,"2025-11-06 21:34:28",@ComMu-b8r,"Finally, an ad that does not use AI",UCZM-Lp_QlvpviHagxZ0MMvQ,http://www.youtube.com/@ComMu-b8r,0,,
UgyAmOyh8lEP-KV7hOF4AaABAg.APCF3T9WyeuAQSuynK-xTb,,0,"2025-12-08 05:28:41",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,UgyAmOyh8lEP-KV7hOF4AaABAg,@ComMu-b8r
